0;14;3.44;4.07;
1;24;3.12;7.70;
2;32;3.00;10.66;
3;40;3.14;12.74;
4;46;3.13;14.71;
5;50;3.03;16.50;
6;54;3.25;16.62;
7;56;3.08;18.16;
8;58;3.22;18.03;
9;60;3.26;18.41;
10;62;3.34;18.58;
11;64;3.45;18.57;
12;68;3.47;19.61;
13;70;3.10;22.56;
14;72;3.17;22.70;
15;74;3.27;22.62;
16;76;3.34;22.77;
17;78;3.30;23.63;
18;78;3.01;25.95;
19;80;3.46;23.11;
20;66;3.06;21.55;
21;64;3.03;21.13;
22;66;3.00;21.97;
23;64;3.05;20.98;
24;64;3.03;21.12;
25;64;3.10;20.66;
26;64;3.09;20.68;
27;64;3.08;20.79;
28;66;3.04;21.69;
29;72;3.01;23.92;
30;80;3.05;26.22;
31;78;3.05;25.57;
32;80;3.05;26.19;
33;78;3.02;25.79;
34;78;3.07;25.41;
35;78;3.03;25.77;
36;78;3.06;25.52;
37;74;3.07;24.09;
38;64;3.09;20.71;
39;62;3.03;20.49;
40;64;3.09;20.71;
41;62;3.00;20.67;
42;64;3.08;20.78;
43;64;3.08;20.80;
44;62;3.02;20.55;
45;62;3.02;20.54;
46;62;3.01;20.60;
47;78;3.04;25.66;
48;78;3.04;25.64;
49;78;3.06;25.53;
50;78;3.04;25.67;
51;78;3.04;25.70;
52;78;3.03;25.78;
53;78;3.03;25.72;
54;78;3.05;25.59;
55;70;3.02;23.15;
56;64;3.08;20.78;
57;64;3.02;21.16;
58;62;3.02;20.56;
59;66;3.06;21.60;
60;64;3.05;20.99;
61;66;3.09;21.36;
62;64;3.07;20.84;
63;64;3.06;20.90;
64;64;3.04;21.08;
65;78;3.02;25.85;
66;78;3.03;25.71;
67;78;3.04;25.63;
68;78;3.05;25.57;
69;78;3.03;25.74;
70;78;3.05;25.54;
71;78;3.06;25.48;
72;78;3.04;25.70;
73;64;3.08;20.78;
74;64;3.08;20.78;
75;64;3.07;20.85;
76;64;3.08;20.79;
77;64;3.09;20.68;
78;64;3.07;20.82;
79;64;3.05;20.95;
80;64;3.08;20.81;
81;64;3.08;20.75;
82;64;3.02;21.17;
83;78;3.05;25.59;
84;78;3.06;25.46;
85;78;3.03;25.74;
86;78;3.05;25.60;
87;82;3.44;23.86;
88;80;3.01;26.58;
89;82;3.03;27.11;
90;78;3.02;25.83;
91;64;3.08;20.80;
92;64;3.06;20.94;
93;64;3.08;20.80;
94;64;3.07;20.82;
95;64;3.08;20.81;
96;64;3.07;20.86;
97;64;3.08;20.81;
98;64;3.07;20.85;
99;64;3.08;20.76;
