0;44;3.10;14.21;
1;44;3.03;14.51;
2;44;3.03;14.51;
3;44;3.08;14.27;
4;44;3.08;14.30;
5;44;3.08;14.27;
6;44;3.02;14.58;
7;44;3.03;14.54;
8;44;3.04;14.46;
9;44;3.01;14.60;
10;44;3.06;14.38;
11;44;3.12;14.12;
12;44;3.12;14.12;
13;44;3.02;14.56;
14;44;3.04;14.47;
15;44;3.03;14.52;
16;44;3.05;14.41;
17;44;3.04;14.47;
18;44;3.03;14.54;
19;44;3.07;14.32;
20;44;3.08;14.29;
21;44;3.09;14.24;
22;44;3.07;14.35;
23;44;3.08;14.28;
24;44;3.09;14.25;
25;44;3.10;14.20;
26;44;3.10;14.18;
27;44;3.10;14.19;
28;44;3.10;14.20;
29;44;3.09;14.22;
30;44;3.09;14.23;
31;44;3.09;14.26;
32;44;3.09;14.26;
33;44;3.08;14.26;
34;44;3.10;14.20;
35;44;3.09;14.26;
36;44;3.09;14.23;
37;44;3.08;14.29;
38;44;3.09;14.23;
39;44;3.09;14.24;
40;44;3.09;14.23;
41;44;3.08;14.27;
42;44;3.10;14.21;
43;44;3.09;14.24;
44;44;3.10;14.18;
45;44;3.10;14.20;
46;44;3.10;14.22;
47;44;3.09;14.23;
48;44;3.09;14.23;
49;44;3.09;14.26;
50;44;3.08;14.27;
51;44;3.09;14.23;
52;44;3.09;14.25;
53;44;3.10;14.19;
54;44;3.09;14.25;
55;44;3.10;14.19;
56;44;3.06;14.40;
57;44;3.05;14.42;
58;44;3.03;14.53;
59;44;3.07;14.32;
60;44;3.07;14.33;
61;44;3.07;14.32;
62;44;3.06;14.38;
63;44;3.08;14.31;
64;44;3.08;14.27;
65;44;3.08;14.27;
66;44;3.09;14.23;
67;44;3.09;14.23;
68;44;3.08;14.31;
69;44;3.09;14.26;
70;44;3.09;14.26;
71;44;3.09;14.24;
72;44;3.09;14.23;
73;44;3.08;14.31;
74;44;3.10;14.18;
75;44;3.09;14.24;
76;44;3.07;14.31;
77;44;3.07;14.34;
78;44;3.07;14.32;
79;44;3.04;14.47;
80;44;3.04;14.46;
81;44;3.06;14.36;
82;44;3.09;14.22;
83;44;3.10;14.21;
84;44;3.07;14.33;
85;44;3.10;14.21;
86;44;3.08;14.30;
87;44;3.08;14.30;
88;44;3.09;14.26;
89;44;3.08;14.27;
90;44;3.05;14.41;
91;44;3.08;14.29;
92;44;3.07;14.35;
93;44;3.08;14.27;
94;44;3.08;14.27;
95;44;3.08;14.30;
96;44;3.09;14.23;
97;44;3.05;14.44;
98;44;3.11;14.16;
99;44;3.09;14.24;
